Filename,Width,Height,Class,Upper left corner X,Upper left corner Y,Lower right corner X,Lower right corner Y
nightClip1--00014.jpg,1280,960,go,820,339,834,369
nightClip1--00014.jpg,1280,960,go,692,355,699,370
nightClip1--00014.jpg,1280,960,go,714,358,721,370
nightClip1--00015.jpg,1280,960,go,652,285,670,312
nightClip1--00015.jpg,1280,960,go,717,291,733,315
nightClip1--00015.jpg,1280,960,go,821,346,835,367
nightClip1--00015.jpg,1280,960,go,692,359,699,371
nightClip1--00015.jpg,1280,960,go,714,360,721,372
nightClip1--00016.jpg,1280,960,go,653,284,669,314
nightClip1--00016.jpg,1280,960,go,715,283,734,319
nightClip1--00016.jpg,1280,960,go,822,348,836,369
nightClip1--00017.jpg,1280,960,go,649,272,670,317
nightClip1--00017.jpg,1280,960,go,714,277,735,319
nightClip1--00017.jpg,1280,960,go,824,346,836,367
nightClip1--00018.jpg,1280,960,go,652,279,670,312
nightClip1--00018.jpg,1280,960,go,716,281,737,317
nightClip1--00018.jpg,1280,960,go,824,344,838,365
nightClip1--00018.jpg,1280,960,go,693,358,700,370
nightClip1--00019.jpg,1280,960,go,653,278,671,311
nightClip1--00019.jpg,1280,960,go,720,288,736,309
nightClip1--00019.jpg,1280,960,go,821,332,842,371
nightClip1--00020.jpg,1280,960,go,653,280,671,304
nightClip1--00020.jpg,1280,960,go,722,287,736,305
nightClip1--00020.jpg,1280,960,go,821,324,846,372
nightClip1--00020.jpg,1280,960,go,694,355,701,367
nightClip1--00020.jpg,1280,960,go,716,355,723,367
nightClip1--00021.jpg,1280,960,go,653,275,671,305
nightClip1--00021.jpg,1280,960,go,722,282,736,306
nightClip1--00021.jpg,1280,960,go,821,326,844,368
nightClip1--00021.jpg,1280,960,go,694,354,701,366
nightClip1--00021.jpg,1280,960,go,716,354,723,366
nightClip1--00022.jpg,1280,960,go,653,276,671,303
nightClip1--00022.jpg,1280,960,go,721,282,739,306
nightClip1--00022.jpg,1280,960,go,830,336,842,363
nightClip1--00022.jpg,1280,960,go,423,310,448,355
nightClip1--00023.jpg,1280,960,go,653,275,671,302
nightClip1--00023.jpg,1280,960,go,722,281,738,305
nightClip1--00023.jpg,1280,960,go,830,336,844,363
nightClip1--00023.jpg,1280,960,go,695,354,702,366
nightClip1--00023.jpg,1280,960,go,423,310,446,355
nightClip1--00024.jpg,1280,960,go,653,274,671,304
nightClip1--00024.jpg,1280,960,go,723,282,739,306
nightClip1--00024.jpg,1280,960,go,832,339,846,363
nightClip1--00024.jpg,1280,960,go,426,317,440,353
nightClip1--00025.jpg,1280,960,go,653,274,671,304
nightClip1--00025.jpg,1280,960,go,723,282,739,303
nightClip1--00025.jpg,1280,960,go,832,340,846,361
nightClip1--00025.jpg,1280,960,go,423,318,441,351
nightClip1--00026.jpg,1280,960,go,652,274,671,304
nightClip1--00026.jpg,1280,960,go,723,279,741,306
nightClip1--00026.jpg,1280,960,go,834,343,848,361
nightClip1--00026.jpg,1280,960,go,695,355,702,367
nightClip1--00026.jpg,1280,960,go,421,318,439,351
nightClip1--00027.jpg,1280,960,go,652,273,671,303
nightClip1--00027.jpg,1280,960,go,726,282,740,303
nightClip1--00027.jpg,1280,960,go,833,336,849,366
nightClip1--00027.jpg,1280,960,go,695,355,702,367
nightClip1--00027.jpg,1280,960,go,421,316,439,352
nightClip1--00028.jpg,1280,960,go,652,272,671,296
nightClip1--00028.jpg,1280,960,go,725,276,741,300
nightClip1--00028.jpg,1280,960,go,836,334,850,361
nightClip1--00028.jpg,1280,960,go,419,312,437,348
nightClip1--00029.jpg,1280,960,go,652,265,671,295
nightClip1--00029.jpg,1280,960,go,725,274,741,295
nightClip1--00029.jpg,1280,960,go,837,331,851,358
nightClip1--00029.jpg,1280,960,go,696,348,703,360
nightClip1--00029.jpg,1280,960,go,717,349,724,361
nightClip1--00029.jpg,1280,960,go,417,309,435,345
nightClip1--00030.jpg,1280,960,go,653,264,671,294
nightClip1--00030.jpg,1280,960,go,725,272,741,296
nightClip1--00030.jpg,1280,960,go,838,332,852,356
nightClip1--00030.jpg,1280,960,go,696,348,703,360
nightClip1--00030.jpg,1280,960,go,717,348,724,360
nightClip1--00030.jpg,1280,960,go,415,308,433,344
nightClip1--00031.jpg,1280,960,go,653,261,671,294
nightClip1--00031.jpg,1280,960,go,725,270,741,294
nightClip1--00031.jpg,1280,960,go,837,328,853,358
nightClip1--00031.jpg,1280,960,go,717,347,724,359
nightClip1--00031.jpg,1280,960,go,413,308,431,344
nightClip1--00032.jpg,1280,960,go,653,264,671,297
nightClip1--00032.jpg,1280,960,go,725,274,743,298
nightClip1--00032.jpg,1280,960,go,840,333,854,360
nightClip1--00032.jpg,1280,960,go,695,351,702,363
nightClip1--00032.jpg,1280,960,go,410,309,431,348
nightClip1--00033.jpg,1280,960,go,652,269,670,296
nightClip1--00033.jpg,1280,960,go,725,276,741,300
nightClip1--00033.jpg,1280,960,go,839,337,855,361
nightClip1--00033.jpg,1280,960,go,695,353,702,365
nightClip1--00033.jpg,1280,960,go,408,313,427,349
nightClip1--00034.jpg,1280,960,go,650,269,669,299
nightClip1--00034.jpg,1280,960,go,725,273,743,303
nightClip1--00034.jpg,1280,960,go,842,336,856,363
nightClip1--00034.jpg,1280,960,go,695,355,702,367
nightClip1--00034.jpg,1280,960,go,717,355,724,367
nightClip1--00034.jpg,1280,960,go,407,314,425,350
nightClip1--00035.jpg,1280,960,go,650,267,669,297
nightClip1--00035.jpg,1280,960,go,725,272,743,299
nightClip1--00035.jpg,1280,960,go,841,337,857,361
nightClip1--00035.jpg,1280,960,go,695,354,702,366
nightClip1--00035.jpg,1280,960,go,717,354,724,366
nightClip1--00035.jpg,1280,960,go,406,313,422,349
nightClip1--00036.jpg,1280,960,go,650,265,669,292
nightClip1--00036.jpg,1280,960,go,725,271,743,295
nightClip1--00036.jpg,1280,960,go,844,331,858,361
nightClip1--00036.jpg,1280,960,go,403,310,422,346
nightClip1--00037.jpg,1280,960,go,651,258,669,294
nightClip1--00037.jpg,1280,960,go,727,265,739,295
nightClip1--00037.jpg,1280,960,go,843,332,859,356
nightClip1--00037.jpg,1280,960,go,695,349,702,361
nightClip1--00037.jpg,1280,960,go,401,308,420,344
nightClip1--00038.jpg,1280,960,go,651,257,669,290
nightClip1--00038.jpg,1280,960,go,727,266,743,290
nightClip1--00038.jpg,1280,960,go,846,328,860,355
nightClip1--00038.jpg,1280,960,go,717,348,724,360
nightClip1--00038.jpg,1280,960,go,398,304,419,343
nightClip1--00039.jpg,1280,960,go,651,257,669,290
nightClip1--00039.jpg,1280,960,go,727,266,743,290
nightClip1--00039.jpg,1280,960,go,845,329,861,356
nightClip1--00039.jpg,1280,960,go,397,307,416,343
nightClip1--00040.jpg,1280,960,go,648,257,669,290
nightClip1--00040.jpg,1280,960,go,727,263,743,293
nightClip1--00040.jpg,1280,960,go,848,329,862,356
nightClip1--00040.jpg,1280,960,go,694,347,701,362
nightClip1--00040.jpg,1280,960,go,394,305,415,344
nightClip1--00041.jpg,1280,960,go,648,256,667,292
nightClip1--00041.jpg,1280,960,go,727,265,743,292
nightClip1--00041.jpg,1280,960,go,847,332,863,356
nightClip1--00041.jpg,1280,960,go,694,350,701,362
nightClip1--00041.jpg,1280,960,go,392,308,413,344
nightClip1--00042.jpg,1280,960,go,648,261,667,288
nightClip1--00042.jpg,1280,960,go,727,268,745,292
nightClip1--00042.jpg,1280,960,go,850,328,864,361
nightClip1--00042.jpg,1280,960,go,717,352,724,364
nightClip1--00042.jpg,1280,960,go,390,306,411,345
nightClip1--00043.jpg,1280,960,go,648,256,667,292
nightClip1--00043.jpg,1280,960,go,726,262,745,295
nightClip1--00043.jpg,1280,960,go,849,331,867,358
nightClip1--00043.jpg,1280,960,go,389,308,408,344
nightClip1--00044.jpg,1280,960,go,648,252,667,288
nightClip1--00044.jpg,1280,960,go,726,258,745,291
nightClip1--00044.jpg,1280,960,go,851,329,867,356
nightClip1--00044.jpg,1280,960,go,695,346,702,361
nightClip1--00044.jpg,1280,960,go,717,349,724,361
nightClip1--00044.jpg,1280,960,go,386,301,407,343
nightClip1--00045.jpg,1280,960,go,648,247,667,286
nightClip1--00045.jpg,1280,960,go,729,257,745,287
nightClip1--00045.jpg,1280,960,go,852,322,868,355
nightClip1--00045.jpg,1280,960,go,717,346,724,358
nightClip1--00045.jpg,1280,960,go,384,299,405,338
nightClip1--00046.jpg,1280,960,go,647,244,666,283
nightClip1--00046.jpg,1280,960,go,729,255,747,282
nightClip1--00046.jpg,1280,960,go,853,325,871,349
nightClip1--00046.jpg,1280,960,go,694,344,701,356
nightClip1--00046.jpg,1280,960,go,380,297,403,336
nightClip1--00047.jpg,1280,960,go,646,246,667,279
nightClip1--00047.jpg,1280,960,go,729,256,745,280
nightClip1--00047.jpg,1280,960,go,856,321,870,351
nightClip1--00047.jpg,1280,960,go,694,341,701,356
nightClip1--00047.jpg,1280,960,go,379,295,400,337
nightClip1--00048.jpg,1280,960,go,646,246,667,282
nightClip1--00048.jpg,1280,960,go,727,253,746,283
nightClip1--00048.jpg,1280,960,go,855,323,873,350
nightClip1--00048.jpg,1280,960,go,694,345,701,357
nightClip1--00048.jpg,1280,960,go,377,295,396,337
nightClip1--00049.jpg,1280,960,go,646,246,665,282
nightClip1--00049.jpg,1280,960,go,729,255,747,282
nightClip1--00049.jpg,1280,960,go,856,321,872,354
nightClip1--00049.jpg,1280,960,go,693,346,700,358
nightClip1--00049.jpg,1280,960,go,374,297,395,339
nightClip1--00050.jpg,1280,960,go,645,247,666,283
nightClip1--00050.jpg,1280,960,go,729,256,747,283
nightClip1--00050.jpg,1280,960,go,857,326,875,353
nightClip1--00050.jpg,1280,960,go,693,348,700,360
nightClip1--00050.jpg,1280,960,go,370,298,393,340
nightClip1--00051.jpg,1280,960,go,644,248,665,281
nightClip1--00051.jpg,1280,960,go,729,255,747,282
nightClip1--00051.jpg,1280,960,go,859,331,875,349
nightClip1--00051.jpg,1280,960,go,693,348,700,360
nightClip1--00051.jpg,1280,960,go,368,298,391,340
nightClip1--00052.jpg,1280,960,go,644,246,663,282
nightClip1--00052.jpg,1280,960,go,729,255,747,282
nightClip1--00052.jpg,1280,960,go,859,325,877,355
nightClip1--00052.jpg,1280,960,go,693,349,700,361
nightClip1--00052.jpg,1280,960,go,716,349,723,361
nightClip1--00052.jpg,1280,960,go,365,296,388,341
nightClip1--00053.jpg,1280,960,go,643,247,664,283
nightClip1--00053.jpg,1280,960,go,729,255,747,285
nightClip1--00053.jpg,1280,960,go,861,330,877,351
nightClip1--00053.jpg,1280,960,go,691,350,698,362
nightClip1--00053.jpg,1280,960,go,716,348,723,363
nightClip1--00053.jpg,1280,960,go,364,299,385,341
nightClip1--00054.jpg,1280,960,go,642,248,663,284
nightClip1--00054.jpg,1280,960,go,729,257,747,284
nightClip1--00054.jpg,1280,960,go,861,328,879,358
nightClip1--00054.jpg,1280,960,go,690,345,700,366
nightClip1--00054.jpg,1280,960,go,715,352,722,364
nightClip1--00054.jpg,1280,960,go,359,301,382,343
nightClip1--00055.jpg,1280,960,go,642,252,661,285
nightClip1--00055.jpg,1280,960,go,729,259,747,286
nightClip1--00055.jpg,1280,960,go,864,336,878,354
nightClip1--00055.jpg,1280,960,go,692,355,699,367
nightClip1--00055.jpg,1280,960,go,715,355,722,367
nightClip1--00055.jpg,1280,960,go,357,304,380,346
nightClip1--00056.jpg,1280,960,go,641,252,662,288
nightClip1--00056.jpg,1280,960,go,729,261,747,288
nightClip1--00056.jpg,1280,960,go,863,333,881,360
nightClip1--00056.jpg,1280,960,go,691,357,698,369
nightClip1--00056.jpg,1280,960,go,353,304,378,349
nightClip1--00057.jpg,1280,960,go,640,250,661,289
nightClip1--00057.jpg,1280,960,go,729,261,747,288
nightClip1--00057.jpg,1280,960,go,865,339,881,357
nightClip1--00057.jpg,1280,960,go,691,357,698,369
nightClip1--00057.jpg,1280,960,go,352,307,373,349
nightClip1--00058.jpg,1280,960,go,640,252,661,288
nightClip1--00058.jpg,1280,960,go,729,260,747,287
nightClip1--00058.jpg,1280,960,go,866,334,882,361
nightClip1--00058.jpg,1280,960,go,691,356,698,371
nightClip1--00058.jpg,1280,960,go,347,308,372,350
nightClip1--00059.jpg,1280,960,go,640,255,659,285
nightClip1--00059.jpg,1280,960,go,728,259,747,289
nightClip1--00059.jpg,1280,960,go,867,334,885,361
nightClip1--00059.jpg,1280,960,go,691,359,698,371
nightClip1--00059.jpg,1280,960,go,345,307,370,349
nightClip1--00060.jpg,1280,960,go,639,248,660,284
nightClip1--00060.jpg,1280,960,go,728,257,747,284
nightClip1--00060.jpg,1280,960,go,869,334,887,358
nightClip1--00060.jpg,1280,960,go,691,356,698,368
nightClip1--00060.jpg,1280,960,go,345,304,363,346
nightClip1--00061.jpg,1280,960,go,637,243,660,282
nightClip1--00061.jpg,1280,960,go,728,256,749,280
nightClip1--00061.jpg,1280,960,go,870,332,888,353
nightClip1--00061.jpg,1280,960,go,341,299,360,344
nightClip1--00062.jpg,1280,960,go,638,241,659,277
nightClip1--00062.jpg,1280,960,go,728,250,749,277
nightClip1--00062.jpg,1280,960,go,872,323,890,356
nightClip1--00062.jpg,1280,960,go,691,351,698,363
nightClip1--00062.jpg,1280,960,go,338,298,359,340
nightClip1--00063.jpg,1280,960,go,638,238,659,271
nightClip1--00063.jpg,1280,960,go,729,246,748,273
nightClip1--00063.jpg,1280,960,go,873,321,891,351
nightClip1--00063.jpg,1280,960,go,690,346,697,361
nightClip1--00063.jpg,1280,960,go,714,349,721,361
nightClip1--00063.jpg,1280,960,go,333,295,356,337
nightClip1--00064.jpg,1280,960,go,636,232,659,271
nightClip1--00064.jpg,1280,960,go,731,245,749,269
nightClip1--00064.jpg,1280,960,go,874,317,892,353
nightClip1--00064.jpg,1280,960,go,690,347,697,359
nightClip1--00064.jpg,1280,960,go,713,347,720,359
nightClip1--00064.jpg,1280,960,go,331,289,352,334
nightClip1--00065.jpg,1280,960,go,635,231,658,267
nightClip1--00065.jpg,1280,960,go,731,240,749,270
nightClip1--00065.jpg,1280,960,go,875,315,893,351
nightClip1--00065.jpg,1280,960,go,690,344,697,356
nightClip1--00065.jpg,1280,960,go,327,286,350,334
nightClip1--00066.jpg,1280,960,go,635,227,658,269
nightClip1--00066.jpg,1280,960,go,730,239,749,269
nightClip1--00066.jpg,1280,960,go,877,316,895,349
nightClip1--00066.jpg,1280,960,go,689,344,696,356
nightClip1--00066.jpg,1280,960,go,322,286,349,331
nightClip1--00067.jpg,1280,960,go,636,228,657,267
nightClip1--00067.jpg,1280,960,go,730,239,749,269
nightClip1--00067.jpg,1280,960,go,877,316,896,352
nightClip1--00067.jpg,1280,960,go,688,345,695,357
nightClip1--00067.jpg,1280,960,go,321,284,342,332
nightClip1--00068.jpg,1280,960,go,633,228,656,267
nightClip1--00068.jpg,1280,960,go,730,236,751,269
nightClip1--00068.jpg,1280,960,go,880,316,898,352
nightClip1--00068.jpg,1280,960,go,688,345,695,360
nightClip1--00068.jpg,1280,960,go,315,285,342,333
nightClip1--00069.jpg,1280,960,go,633,233,656,263
nightClip1--00069.jpg,1280,960,go,730,233,751,275
nightClip1--00069.jpg,1280,960,go,882,321,900,351
nightClip1--00069.jpg,1280,960,go,313,286,338,334
nightClip1--00070.jpg,1280,960,go,634,227,655,269
nightClip1--00070.jpg,1280,960,go,730,236,751,272
nightClip1--00070.jpg,1280,960,go,883,321,901,351
nightClip1--00070.jpg,1280,960,go,688,347,695,362
nightClip1--00070.jpg,1280,960,go,308,286,335,334
nightClip1--00071.jpg,1280,960,go,632,226,655,268
nightClip1--00071.jpg,1280,960,go,730,238,751,268
nightClip1--00071.jpg,1280,960,go,883,322,902,349
nightClip1--00071.jpg,1280,960,go,688,349,695,361
nightClip1--00071.jpg,1280,960,go,305,286,332,334
nightClip1--00072.jpg,1280,960,go,631,223,654,265
nightClip1--00072.jpg,1280,960,go,731,236,752,263
nightClip1--00072.jpg,1280,960,go,884,314,905,353
nightClip1--00072.jpg,1280,960,go,688,347,695,359
nightClip1--00072.jpg,1280,960,go,712,347,719,359
nightClip1--00072.jpg,1280,960,go,303,283,328,331
nightClip1--00073.jpg,1280,960,go,631,221,654,263
nightClip1--00073.jpg,1280,960,go,731,234,752,261
nightClip1--00073.jpg,1280,960,go,886,314,905,350
nightClip1--00073.jpg,1280,960,go,688,346,695,358
nightClip1--00073.jpg,1280,960,go,712,347,719,359
nightClip1--00073.jpg,1280,960,go,299,282,324,330
nightClip1--00074.jpg,1280,960,go,630,218,653,263
nightClip1--00074.jpg,1280,960,go,732,230,753,263
nightClip1--00074.jpg,1280,960,go,890,321,904,342
nightClip1--00074.jpg,1280,960,go,688,346,695,358
nightClip1--00074.jpg,1280,960,go,294,281,321,329
nightClip1--00075.jpg,1280,960,go,629,215,654,260
nightClip1--00075.jpg,1280,960,go,732,225,753,264
nightClip1--00075.jpg,1280,960,go,890,313,909,349
nightClip1--00075.jpg,1280,960,go,687,346,694,358
nightClip1--00075.jpg,1280,960,go,712,346,719,358
nightClip1--00075.jpg,1280,960,go,290,279,318,327
nightClip1--00076.jpg,1280,960,go,629,217,652,259
nightClip1--00076.jpg,1280,960,go,732,227,753,260
nightClip1--00076.jpg,1280,960,go,891,312,912,351
nightClip1--00076.jpg,1280,960,go,687,346,694,358
nightClip1--00076.jpg,1280,960,go,711,347,718,359
nightClip1--00076.jpg,1280,960,go,286,276,314,327
nightClip1--00077.jpg,1280,960,go,629,217,652,259
nightClip1--00077.jpg,1280,960,go,731,230,754,260
nightClip1--00077.jpg,1280,960,go,895,325,913,340
nightClip1--00077.jpg,1280,960,go,686,347,693,359
nightClip1--00077.jpg,1280,960,go,711,348,718,360
nightClip1--00077.jpg,1280,960,go,283,277,310,328
nightClip1--00078.jpg,1280,960,go,628,214,651,259
nightClip1--00078.jpg,1280,960,go,732,227,755,260
nightClip1--00078.jpg,1280,960,go,895,311,916,353
nightClip1--00078.jpg,1280,960,go,686,345,693,360
nightClip1--00078.jpg,1280,960,go,711,348,718,360
nightClip1--00078.jpg,1280,960,go,278,276,306,327
nightClip1--00079.jpg,1280,960,go,627,217,652,256
nightClip1--00079.jpg,1280,960,go,734,226,755,262
nightClip1--00079.jpg,1280,960,go,899,325,915,343
nightClip1--00079.jpg,1280,960,go,687,347,694,362
nightClip1--00079.jpg,1280,960,go,274,276,304,327
nightClip1--00080.jpg,1280,960,go,627,214,652,256
nightClip1--00080.jpg,1280,960,go,733,227,756,257
nightClip1--00080.jpg,1280,960,go,897,309,920,354
nightClip1--00080.jpg,1280,960,go,711,349,718,361
nightClip1--00080.jpg,1280,960,go,270,273,300,327
nightClip1--00081.jpg,1280,960,go,627,207,650,258
nightClip1--00081.jpg,1280,960,go,733,223,756,256
nightClip1--00081.jpg,1280,960,go,899,308,924,353
nightClip1--00081.jpg,1280,960,go,686,348,693,360
nightClip1--00081.jpg,1280,960,go,711,349,718,361
nightClip1--00081.jpg,1280,960,go,267,273,294,324
nightClip1--00082.jpg,1280,960,go,626,210,651,252
nightClip1--00082.jpg,1280,960,go,736,222,757,255
nightClip1--00082.jpg,1280,960,go,903,307,924,352
nightClip1--00082.jpg,1280,960,go,686,345,693,360
nightClip1--00082.jpg,1280,960,go,711,348,718,360
nightClip1--00082.jpg,1280,960,go,262,270,290,324
nightClip1--00083.jpg,1280,960,go,625,209,650,251
nightClip1--00083.jpg,1280,960,go,736,223,757,253
nightClip1--00083.jpg,1280,960,go,906,312,927,351
nightClip1--00083.jpg,1280,960,go,686,347,693,359
nightClip1--00083.jpg,1280,960,go,258,271,286,322
nightClip1--00084.jpg,1280,960,go,624,208,649,247
nightClip1--00084.jpg,1280,960,go,735,221,758,251
nightClip1--00084.jpg,1280,960,go,908,321,927,339
nightClip1--00084.jpg,1280,960,go,686,346,693,358
nightClip1--00084.jpg,1280,960,go,253,269,281,323
nightClip1--00085.jpg,1280,960,go,624,206,649,248
nightClip1--00085.jpg,1280,960,go,735,218,760,251
nightClip1--00085.jpg,1280,960,go,913,312,931,351
nightClip1--00085.jpg,1280,960,go,686,347,693,359
nightClip1--00085.jpg,1280,960,go,248,269,278,320
nightClip1--00086.jpg,1280,960,go,623,204,648,249
nightClip1--00086.jpg,1280,960,go,735,214,760,253
nightClip1--00086.jpg,1280,960,go,915,312,933,351
nightClip1--00086.jpg,1280,960,go,686,348,693,360
nightClip1--00086.jpg,1280,960,go,243,269,275,323
nightClip1--00087.jpg,1280,960,go,622,203,647,248
nightClip1--00087.jpg,1280,960,go,735,215,760,251
nightClip1--00087.jpg,1280,960,go,917,310,935,352
nightClip1--00087.jpg,1280,960,go,685,347,692,362
nightClip1--00087.jpg,1280,960,go,239,269,269,323
nightClip1--00088.jpg,1280,960,go,621,200,646,248
nightClip1--00088.jpg,1280,960,go,735,214,760,247
nightClip1--00088.jpg,1280,960,go,918,310,937,349
nightClip1--00088.jpg,1280,960,go,710,350,717,362
nightClip1--00088.jpg,1280,960,go,233,269,265,323
nightClip1--00089.jpg,1280,960,go,618,199,645,247
nightClip1--00089.jpg,1280,960,go,735,212,760,248
nightClip1--00089.jpg,1280,960,go,918,309,939,348
nightClip1--00089.jpg,1280,960,go,684,347,691,362
nightClip1--00089.jpg,1280,960,go,709,350,716,362
nightClip1--00089.jpg,1280,960,go,228,269,258,323
nightClip1--00090.jpg,1280,960,go,618,197,645,242
nightClip1--00090.jpg,1280,960,go,737,210,762,246
nightClip1--00090.jpg,1280,960,go,922,308,943,350
nightClip1--00090.jpg,1280,960,go,684,345,691,363
nightClip1--00090.jpg,1280,960,go,223,264,255,321
nightClip1--00091.jpg,1280,960,go,617,195,644,237
nightClip1--00091.jpg,1280,960,go,737,205,762,241
nightClip1--00091.jpg,1280,960,go,924,305,945,344
nightClip1--00091.jpg,1280,960,go,684,343,691,358
nightClip1--00091.jpg,1280,960,go,218,261,250,318
nightClip1--00092.jpg,1280,960,go,616,189,644,240
nightClip1--00092.jpg,1280,960,go,736,203,763,242
nightClip1--00092.jpg,1280,960,go,925,305,948,347
nightClip1--00092.jpg,1280,960,go,683,343,692,361
nightClip1--00092.jpg,1280,960,go,213,260,245,320
nightClip1--00093.jpg,1280,960,go,616,190,643,238
nightClip1--00093.jpg,1280,960,go,739,204,764,240
nightClip1--00093.jpg,1280,960,go,930,305,951,347
nightClip1--00093.jpg,1280,960,go,684,344,691,362
nightClip1--00093.jpg,1280,960,go,710,348,717,360
nightClip1--00093.jpg,1280,960,go,206,260,242,320
nightClip1--00094.jpg,1280,960,go,615,191,643,233
nightClip1--00094.jpg,1280,960,go,738,199,765,241
nightClip1--00094.jpg,1280,960,go,933,305,954,347
nightClip1--00094.jpg,1280,960,go,684,345,691,360
nightClip1--00094.jpg,1280,960,go,710,349,717,361
nightClip1--00094.jpg,1280,960,go,201,258,235,318
nightClip1--00095.jpg,1280,960,go,614,188,642,236
nightClip1--00095.jpg,1280,960,go,738,200,765,239
nightClip1--00095.jpg,1280,960,go,933,311,956,347
nightClip1--00095.jpg,1280,960,go,684,349,691,361
nightClip1--00095.jpg,1280,960,go,709,350,716,362
nightClip1--00095.jpg,1280,960,go,195,258,229,318
nightClip1--00096.jpg,1280,960,go,613,186,641,234
nightClip1--00096.jpg,1280,960,go,738,201,766,234
nightClip1--00096.jpg,1280,960,go,936,306,959,348
nightClip1--00096.jpg,1280,960,go,683,346,690,361
nightClip1--00096.jpg,1280,960,go,189,257,225,317
nightClip1--00097.jpg,1280,960,go,612,180,640,231
nightClip1--00097.jpg,1280,960,go,741,198,766,231
nightClip1--00097.jpg,1280,960,go,941,301,962,346
nightClip1--00097.jpg,1280,960,go,683,345,690,360
nightClip1--00097.jpg,1280,960,go,184,255,220,315
nightClip1--00098.jpg,1280,960,go,612,178,639,229
nightClip1--00098.jpg,1280,960,go,740,191,767,233
nightClip1--00098.jpg,1280,960,go,942,300,965,345
nightClip1--00098.jpg,1280,960,go,683,346,690,358
nightClip1--00098.jpg,1280,960,go,178,253,208,313
nightClip1--00099.jpg,1280,960,go,610,175,638,226
